user_id,timestamp,ap
U0001,27950,AP006
U0001,28403,AP030
U0001,28627,AP007
U0001,28846,AP022
U0001,29331,AP009
U0001,29557,AP009
U0001,30333,AP012
U0001,31054,AP014
U0001,31629,AP028
U0001,31994,AP021
U0001,32470,AP014
U0001,32881,AP014
U0001,33004,AP018
U0001,33109,AP012
U0001,33416,AP015
U0001,33580,AP013
U0001,34051,OFF
U0001,34272,AP015
U0001,34791,AP008
U0001,35474,OFF
U0001,36200,OFF
U0001,36943,AP014
U0001,37180,AP012
U0001,37540,AP013
U0001,38125,AP018
U0001,38511,AP013
U0001,39069,OFF
U0001,39475,AP013
U0001,40246,OFF
U0001,40649,AP013
U0002,2736,AP023
U0002,3357,AP022
U0002,3621,AP021
U0002,3903,AP026
U0002,4588,OFF
U0002,4781,AP026
U0002,5204,AP019
U0002,5834,AP030
U0002,5981,AP022
U0002,6110,AP023
U0002,6785,AP029
U0002,6966,AP017
U0002,7278,OFF
U0002,7835,OFF
U0002,8125,AP026
U0002,8314,AP020
U0002,8576,AP023
U0002,9140,AP026
U0002,9537,AP025
U0002,9942,OFF
U0002,10180,AP023
U0002,10679,AP023
U0002,10965,AP031
U0002,11294,AP026
U0002,11962,AP030
U0002,12644,AP022
U0002,12813,AP028
U0002,13628,AP029
U0002,14510,AP018
U0002,15163,AP018
U0002,15470,AP023
U0002,15836,AP020
U0002,16684,AP028
U0002,17085,AP011
U0002,17709,AP017
U0002,17874,AP022
U0002,18382,AP031
U0002,18835,AP022
U0002,19315,AP025
U0002,19672,AP026
U0002,19980,AP026
U0002,20626,AP024
U0002,21108,AP025
U0002,21410,AP024
U0002,21685,AP024
U0002,22582,AP026
U0002,23190,AP024
U0002,24032,AP008
U0002,24330,AP017
U0002,24901,AP020
U0002,25123,AP018
U0002,25838,AP026
U0002,26502,AP029
U0002,27077,AP025
U0002,27794,AP022
U0002,28042,AP015
U0002,28794,AP023
U0002,29611,AP010
U0002,29829,AP006
U0002,30103,AP006
U0002,30286,AP010
U0002,30390,AP011
U0002,30772,AP007
U0002,31230,AP004
U0002,31668,AP008
U0002,32143,AP006
U0002,32635,AP007
U0002,33142,AP007
U0002,33537,AP007
U0002,33996,OFF
U0002,34759,OFF
U0002,35302,AP006
U0002,35811,AP012
U0002,36676,AP011
U0002,37511,AP011
U0002,38021,AP015
U0002,38243,AP007
U0002,38350,AP006
U0002,39104,AP031
U0002,39874,AP012
U0003,1614,AP027
U0003,2440,AP027
U0003,2889,AP030
U0003,3732,AP027
U0003,4593,AP031
U0003,5141,AP031
U0003,5925,AP031
U0003,6281,AP031
U0003,6509,AP031
U0003,6670,AP031
U0003,7336,AP031
U0003,8212,AP028
U0003,8384,AP029
U0003,9247,AP028
U0003,9775,AP027
U0003,10457,AP029
U0003,10708,AP030
U0003,11514,AP031
U0003,12153,AP027
U0003,12379,AP031
U0003,13014,AP008
U0003,13390,AP023
U0003,13516,AP023
U0003,14373,AP022
U0003,15264,AP022
U0003,15963,AP029
U0003,16852,AP027
U0003,17059,AP028
U0003,17663,AP028
U0003,17768,AP006
U0003,18340,AP016
U0003,19092,AP026
U0003,19244,AP015
U0003,19809,AP009
U0003,19949,AP001
U0003,20775,AP010
U0003,21628,AP006
U0003,21753,OFF
U0003,22201,AP011
U0003,22539,AP007
U0003,23201,AP006
U0003,23650,AP010
U0003,24506,AP007
U0003,24660,AP009
U0003,24928,AP011
U0003,25079,AP006
U0003,25349,AP009
U0003,25963,AP007
U0003,26189,AP008
U0003,26492,AP009
U0003,26971,AP004
U0003,27145,OFF
U0003,27399,OFF
U0003,28034,AP008
U0003,28913,AP010
U0003,29239,AP004
U0003,29789,AP012
U0003,29970,AP007
U0003,30518,AP006
U0003,31401,AP000
U0003,31966,AP015
U0003,32228,AP006
U0003,32709,AP007
U0003,33070,OFF
U0003,33286,AP009
U0003,33956,AP013
U0003,34047,AP008
U0003,34344,AP014
U0003,35064,AP011
U0003,35364,AP000
U0003,36100,AP009
U0003,36809,AP009
U0003,36965,AP008
U0003,37322,AP010
U0003,38191,AP008
U0003,39052,AP001
U0003,39929,AP008
U0003,40724,AP013
U0003,41412,AP003
U0003,41749,AP004
U0004,1204,AP013
U0004,1995,AP012
U0004,2726,AP002
U0004,3624,AP003
U0004,3930,AP000
U0004,4795,AP001
U0004,5194,AP002
U0004,5808,AP003
U0004,6367,AP003
U0004,6772,AP003
U0004,6924,AP023
U0004,7304,AP003
U0004,7554,AP008
U0004,8356,AP008
U0004,8625,AP003
U0004,9430,AP005
U0004,10179,AP000
U0004,10446,AP003
U0004,10597,AP001
U0004,11275,OFF
U0004,11395,AP001
U0004,11535,AP001
U0004,12104,AP004
U0004,12419,AP003
U0004,13044,AP004
U0004,13699,AP001
U0004,14478,AP002
U0004,14637,OFF
U0004,14825,AP001
U0004,15113,AP000
U0004,15681,AP000
U0004,15926,OFF
U0004,16331,AP001
U0004,16484,OFF
U0004,17153,AP000
U0004,17850,AP004
U0004,18636,AP004
U0004,19437,AP001
U0004,19981,AP000
U0004,20586,AP008
U0004,20721,AP009
U0004,21250,OFF
U0004,21808,AP001
U0004,22122,AP000
U0004,22648,AP025
U0004,23225,AP011
U0004,23503,AP001
U0004,24060,AP004
U0004,24658,AP002
U0004,25020,AP002
U0004,25177,AP004
U0004,25633,AP001
U0004,26183,AP004
U0004,26374,AP003
U0004,26514,AP005
U0004,26670,AP004
U0004,27122,OFF
U0004,27673,AP005
U0004,27904,AP003
U0004,28422,AP003
U0004,28704,AP001
U0004,28820,AP003
U0004,29334,AP004
U0004,29545,AP000
U0004,30182,AP001
U0004,30870,AP002
U0004,31503,AP000
U0004,31775,AP000
U0004,32068,AP004
U0004,32470,AP000
U0004,33217,AP005
U0004,33677,AP004
U0004,34140,AP003
U0004,34302,AP000
U0004,35150,AP004
U0004,35886,AP000
U0004,36411,AP004
U0004,37294,OFF
U0004,37761,AP001
U0004,38205,AP007
U0005,0,AP020
U0005,419,AP021
U0005,1020,AP017
U0005,1328,AP020
U0005,1618,AP017
U0005,2470,AP020
U0005,2765,AP017
U0005,3598,AP025
U0005,4378,AP024
U0005,5018,AP021
U0005,5229,AP015
U0005,6017,AP021
U0005,6584,AP021
U0005,7330,AP030
U0005,7951,AP017
U0005,8389,AP031
U0005,9149,AP020
U0005,9354,AP017
U0005,9794,AP022
U0005,10231,AP016
U0005,10524,AP014
U0005,10832,AP019
U0005,10958,AP020
U0005,11494,OFF
U0005,11603,AP019
U0005,12435,AP020
U0005,13031,AP018
U0005,13142,AP023
U0005,13842,AP025
U0005,14471,AP018
U0005,14584,AP021
U0005,15128,OFF
U0005,15744,AP019
U0005,15915,AP021
U0005,16598,AP019
U0005,17240,AP020
U0005,17641,AP020
U0005,18143,AP019
U0005,18798,AP016
U0005,19662,AP017
U0005,20075,AP018
U0005,20474,AP016
U0005,20901,AP006
U0005,21006,AP017
U0005,21490,AP015
U0005,21609,AP017
U0005,22217,AP020
U0005,22651,AP008
U0005,22937,AP021
U0005,23676,AP017
U0005,24571,AP006
U0005,24732,AP023
U0005,25377,AP014
U0005,25714,AP019
U0005,26276,AP019
U0005,26880,AP019
U0005,27120,AP024
U0005,27282,AP023
U0005,27867,AP017
U0005,28345,AP018
U0005,29229,AP018
U0005,29879,AP020
U0005,30580,AP021
U0005,31131,AP020
U0005,31696,AP021
U0005,32381,AP020
U0005,32603,AP020
U0005,32714,AP024
U0005,32903,OFF
U0005,33310,AP020
U0005,33868,AP021
U0005,34656,OFF
U0005,35421,OFF
U0005,36264,AP019
U0005,37144,AP021
U0005,37706,AP014
U0005,37964,AP018
U0005,38766,AP019
U0005,39506,AP014
U0005,39931,AP020
U0006,1412,AP017
U0006,1611,AP019
U0006,1822,AP019
U0006,2293,AP021
U0006,3024,AP001
U0006,3512,AP018
U0006,4260,AP018
U0006,4943,AP016
U0006,5268,AP018
U0006,5532,AP022
U0006,5969,AP021
U0006,6688,AP011
U0006,7191,AP023
U0006,7687,AP018
U0006,8480,AP018
U0006,8896,AP017
U0006,9396,AP026
U0006,9578,AP019
U0006,10253,AP014
U0006,10784,AP020
U0006,11157,AP025
U0006,11576,AP020
U0006,11692,AP019
U0006,12294,OFF
U0006,12936,AP019
U0006,13059,AP017
U0006,13363,AP017
U0006,14022,AP013
U0006,14165,AP017
U0006,15047,AP028
U0006,15867,AP027
U0006,16758,AP030
U0006,16871,AP030
U0006,17102,OFF
U0006,17689,AP027
U0006,18251,AP027
U0006,18680,AP031
U0006,19473,AP031
U0006,19694,AP030
U0006,20114,AP031
U0006,20526,AP029
U0006,21132,AP029
U0006,22027,AP031
U0006,22810,OFF
U0006,23522,AP028
U0006,24376,AP029
U0006,24879,AP026
U0006,25499,AP031
U0006,26157,AP000
U0006,27009,AP027
U0006,27212,AP030
U0006,27419,AP026
U0006,27930,OFF
U0006,28133,AP028
U0006,28779,AP024
U0006,29095,AP020
U0006,29664,AP024
U0006,30383,AP030
U0006,30811,AP029
U0006,31284,AP027
U0006,31692,AP030
U0006,32175,AP030
U0006,32340,OFF
U0006,32544,AP030
U0006,33322,AP030
U0006,34052,AP027
U0006,34777,AP028
U0006,35444,AP031
U0006,35778,AP029
U0006,35931,OFF
U0006,36404,AP031
U0006,36981,AP028
U0006,37237,OFF
U0006,37840,AP028
U0006,38171,AP031
U0006,38283,AP030
U0006,39032,AP029
U0006,39698,AP031
U0006,39794,AP030
U0006,40299,AP027
U0007,2160,AP011
U0007,2444,AP010
U0007,3216,AP011
U0007,3586,AP006
U0007,3991,AP001
U0007,4773,AP010
U0007,5267,AP011
U0007,5587,AP016
U0007,6345,AP007
U0007,6619,OFF
U0007,6960,AP010
U0007,7175,AP015
U0007,8002,AP006
U0007,8542,AP005
U0007,8863,AP015
U0007,9656,AP009
U0007,10437,AP011
U0007,10792,AP010
U0007,11327,AP004
U0007,11693,AP014
U0007,11876,AP015
U0007,12731,AP006
U0007,13103,AP024
U0007,13611,AP011
U0007,14268,AP006
U0007,15133,AP003
U0007,15734,AP004
U0007,16568,AP016
U0007,17425,AP002
U0007,18216,AP007
U0007,18745,AP010
U0007,18861,AP000
U0007,19625,AP010
U0007,20321,AP011
U0007,20785,AP011
U0007,21108,AP007
U0007,21669,AP009
U0007,21862,AP010
U0007,22102,AP002
U0007,22370,AP008
U0007,22898,AP008
U0007,23388,AP009
U0007,23517,AP022
U0007,24042,AP008
U0007,24927,AP007
U0007,25606,AP006
U0007,25904,AP010
U0007,26383,AP011
U0007,26673,AP010
U0007,27116,AP001
U0007,27766,AP005
U0007,27912,AP009
U0007,28446,AP019
U0007,28689,AP012
U0007,28928,AP007
U0007,29273,AP006
U0007,29798,AP004
U0007,30230,AP031
U0007,30329,OFF
U0007,30903,AP009
U0007,31154,AP012
U0007,31790,OFF
U0007,32158,AP008
U0007,32698,AP004
U0007,33200,AP008
U0007,33660,AP006
U0007,34446,AP006
U0007,34649,AP008
U0007,35096,AP009
U0007,35286,AP000
U0007,35542,AP011
U0007,35913,AP010
U0007,36354,AP010
U0007,37170,AP010
U0007,37413,AP003
U0007,37859,AP007
U0007,38563,AP005
U0007,38970,AP008
U0007,39404,AP006
U0007,39961,AP007
U0008,475,AP016
U0008,911,AP012
U0008,1731,AP011
U0008,2543,AP015
U0008,3370,OFF
U0008,4238,AP014
U0008,4667,AP016
U0008,5141,AP012
U0008,5927,AP020
U0008,6037,AP013
U0008,6461,AP006
U0008,6585,AP016
U0008,6797,AP011
U0008,7302,AP007
U0008,7536,AP007
U0008,7793,AP014
U0008,8313,AP013
U0008,9087,AP019
U0008,9983,AP014
U0008,10281,OFF
U0008,10528,OFF
U0008,10783,AP016
U0008,11461,AP016
U0008,12074,AP013
U0008,12349,AP016
U0008,12792,AP015
U0008,12977,AP015
U0008,13797,OFF
U0008,13969,AP012
U0008,14263,AP007
U0008,14602,AP020
U0008,15191,OFF
U0008,15351,OFF
U0008,15656,AP015
U0008,16481,OFF
U0008,17096,OFF
U0008,17208,AP015
U0008,17432,AP010
U0008,18149,AP010
U0008,18708,AP010
U0008,18834,AP013
U0008,19254,AP013
U0008,19527,AP016
U0008,19818,AP007
U0008,20283,AP012
U0008,20630,AP015
U0008,21445,AP014
U0008,22280,AP013
U0008,23130,AP019
U0008,23679,AP007
U0008,23965,AP012
U0008,24558,AP012
U0008,25065,AP021
U0008,25881,AP013
U0008,26672,AP012
U0008,27266,AP015
U0008,27617,AP022
U0008,28242,AP022
U0008,28888,AP028
U0008,29750,AP030
U0008,30367,AP029
U0008,31123,AP027
U0008,31863,AP025
U0008,32372,AP030
U0008,32933,AP031
U0008,33064,AP030
U0008,33456,AP028
U0008,33933,AP025
U0008,34752,AP027
U0008,35527,AP022
U0008,35776,AP027
U0008,36337,AP030
U0008,36458,AP031
U0008,37064,AP025
U0008,37463,AP031
U0008,37579,AP029
U0008,38077,AP028
U0008,38948,AP029
U0008,39315,AP028
U0008,39718,AP030
U0009,2055,AP018
U0009,2795,AP015
U0009,3118,OFF
U0009,3901,AP018
U0009,4722,AP020
U0009,5296,AP018
U0009,5661,AP020
U0009,6370,AP018
U0009,7031,OFF
U0009,7571,AP017
U0009,7946,AP017
U0009,8401,AP017
U0009,9207,AP003
U0009,9963,AP021
U0009,10814,AP020
U0009,11280,AP019
U0009,11714,AP013
U0009,12341,AP020
U0009,12865,AP021
U0009,13449,AP019
U0009,13952,AP021
U0009,14401,AP019
U0009,14671,AP017
U0009,15412,AP018
U0009,15660,AP022
U0009,16342,AP009
U0009,16843,AP015
U0009,17552,OFF
U0009,18119,AP018
U0009,18536,AP017
U0009,18714,AP008
U0009,19327,AP030
U0009,19417,AP028
U0009,20172,AP031
U0009,20321,AP030
U0009,20473,AP031
U0009,21224,OFF
U0009,21980,AP029
U0009,22769,AP028
U0009,22873,AP029
U0009,23071,AP030
U0009,23270,AP011
U0009,23499,AP030
U0009,24147,AP031
U0009,24474,AP028
U0009,24695,AP027
U0009,25294,AP028
U0009,25492,AP031
U0009,25827,AP027
U0009,26554,AP029
U0009,27205,AP029
U0009,27309,AP031
U0009,27476,AP030
U0009,27838,AP027
U0009,28324,AP029
U0009,28951,AP000
U0009,29759,AP015
U0009,29915,AP002
U0009,30539,AP014
U0009,31307,AP008
U0009,32029,AP021
U0009,32258,AP021
U0009,32507,AP018
U0009,33398,AP008
U0009,34114,AP019
U0009,34716,OFF
U0009,34980,AP012
U0009,35594,AP016
U0009,36000,AP010
U0009,36194,AP013
U0009,36491,OFF
U0009,36881,AP015
U0009,37024,AP014
U0009,37134,AP006
U0009,37332,AP012
U0009,38005,AP012
U0009,38505,AP015
U0009,39048,AP015
U0009,39507,OFF
U0009,39910,AP012
U0010,361,AP016
U0010,875,AP013
U0010,1508,AP028
U0010,1876,AP012
U0010,2596,AP015
U0010,2763,AP017
U0010,3386,AP028
U0010,3497,AP009
U0010,3820,AP016
U0010,4706,AP020
U0010,5510,AP013
U0010,5609,AP018
U0010,6062,OFF
U0010,6736,AP016
U0010,7504,AP009
U0010,7777,AP011
U0010,8208,AP016
U0010,8466,AP015
U0010,9216,OFF
U0010,10115,OFF
U0010,10948,AP012
U0010,11224,AP013
U0010,11457,AP017
U0010,12334,AP014
U0010,12565,AP014
U0010,12882,AP009
U0010,13623,OFF
U0010,13814,AP016
U0010,14621,AP008
U0010,15383,OFF
U0010,15807,AP016
U0010,16325,AP013
U0010,17134,OFF
U0010,17764,AP016
U0010,18160,AP015
U0010,18686,AP013
U0010,18980,AP013
U0010,19684,AP021
U0010,19915,AP012
U0010,20435,AP010
U0010,21189,AP015
U0010,21880,AP010
U0010,22648,AP015
U0010,22832,AP012
U0010,23136,AP014
U0010,23466,AP018
U0010,24152,AP014
U0010,24355,AP012
U0010,24458,AP013
U0010,25235,AP019
U0010,25402,AP016
U0010,26267,AP012
U0010,27109,AP008
U0010,27310,AP014
U0010,27661,AP014
U0010,28363,AP012
U0010,28530,AP011
U0010,28952,AP007
U0010,29537,AP006
U0010,30258,AP009
U0010,30604,AP025
U0010,30836,AP009
U0010,30999,AP010
U0010,31606,AP014
U0010,32324,AP011
U0010,32884,AP014
U0010,33168,AP011
U0010,33547,AP009
U0010,33637,AP010
U0010,34081,AP000
U0010,34263,AP006
U0010,34732,AP002
U0010,35386,AP009
U0010,36090,AP021
U0010,36871,AP008
U0010,37552,AP006
U0010,38085,AP007
U0010,38542,AP009
U0010,39282,AP014
U0010,39430,AP009
U0011,1058,AP012
U0011,1613,AP014
U0011,2435,AP018
U0011,2525,AP010
U0011,3113,AP029
U0011,3407,AP015
U0011,4045,AP013
U0011,4196,AP016
U0011,4842,AP014
U0011,5541,AP013
U0011,5861,AP016
U0011,6440,AP012
U0011,7009,AP015
U0011,7883,AP016
U0011,8139,OFF
U0011,8676,AP013
U0011,9419,AP014
U0011,10260,AP015
U0011,10642,AP015
U0011,11124,AP013
U0011,11985,AP011
U0011,12183,AP016
U0011,12289,AP015
U0011,12921,AP020
U0011,13488,AP015
U0011,13843,AP016
U0011,13978,AP029
U0011,14721,AP007
U0011,14977,AP012
U0011,15143,AP016
U0011,15405,AP008
U0011,15826,OFF
U0011,16134,AP016
U0011,16739,AP018
U0011,17255,OFF
U0011,18086,AP014
U0011,18795,AP012
U0011,19684,AP012
U0011,20382,AP016
U0011,21031,AP006
U0011,21709,AP008
U0011,22185,AP015
U0011,22345,AP016
U0011,22520,AP012
U0011,23239,AP012
U0011,23408,AP015
U0011,23889,AP014
U0011,24498,AP010
U0011,25196,OFF
U0011,25720,AP016
U0011,26444,AP019
U0011,26823,AP016
U0011,27708,AP015
U0011,28380,OFF
U0011,29037,AP014
U0011,29151,AP012
U0011,29659,AP014
U0011,29981,AP017
U0011,30331,AP015
U0011,30511,AP013
U0011,31168,AP018
U0011,31577,AP013
U0011,31792,AP017
U0011,32059,OFF
U0011,32460,AP013
U0011,32836,AP008
U0011,33133,AP016
U0011,33710,AP018
U0011,33880,AP013
U0011,34542,AP010
U0011,34673,AP015
U0011,35270,AP015
U0011,35394,OFF
U0011,36147,AP014
U0011,36934,OFF
U0011,37036,AP015
U0011,37388,AP017
U0011,37588,AP010
U0011,37838,AP014
U0011,38331,AP007
U0012,1188,AP025
U0012,1295,AP024
U0012,1885,AP004
U0012,2195,AP025
U0012,2530,AP004
U0012,3407,AP003
U0012,3559,AP003
U0012,4088,AP009
U0012,4863,AP001
U0012,5556,AP002
U0012,6012,AP001
U0012,6437,AP005
U0012,6768,AP000
U0012,7313,AP002
U0012,7616,AP002
U0012,8077,AP004
U0012,8247,OFF
U0012,9138,AP003
U0012,9572,AP005
U0012,10247,AP000
U0012,10660,AP005
U0012,11209,AP000
U0012,11333,AP002
U0012,11743,AP005
U0012,11908,AP003
U0012,12660,AP000
U0012,12804,AP000
U0012,13512,AP002
U0012,13712,AP001
U0012,14476,AP006
U0012,14631,AP005
U0012,14863,AP002
U0012,15514,AP005
U0012,15969,AP003
U0012,16118,AP004
U0012,16660,AP002
U0012,16970,OFF
U0012,17727,AP002
U0012,18559,AP005
U0012,18781,AP004
U0012,18984,AP002
U0012,19086,AP005
U0012,19731,AP001
U0012,20568,AP005
U0012,21171,AP000
U0012,21771,AP007
U0012,22662,AP004
U0012,23385,AP004
U0012,23920,AP001
U0012,24424,AP000
U0012,25194,AP012
U0012,25653,AP008
U0012,26465,AP005
U0012,27352,AP011
U0012,27592,AP004
U0012,27931,AP003
U0012,28780,AP009
U0012,28952,AP000
U0012,29697,AP004
U0012,30342,AP001
U0012,30559,AP015
U0012,30731,AP003
U0012,31306,AP000
U0012,32123,AP031
U0012,33001,AP002
U0012,33426,AP000
U0012,34235,AP002
U0012,34593,AP000
U0012,34700,AP008
U0012,35124,AP002
U0012,35946,AP007
U0012,36306,AP003
U0012,36665,AP000
U0012,37411,OFF
U0012,37800,AP003
U0012,38484,AP003
U0012,38799,AP002
U0012,39563,OFF
U0012,40160,AP003
U0012,40696,AP002
U0013,1071,AP023
U0013,1240,AP024
U0013,1596,AP004
U0013,2302,AP000
U0013,2673,AP003
U0013,2949,AP003
U0013,3498,AP002
U0013,3930,AP011
U0013,4582,AP005
U0013,4720,AP030
U0013,5139,AP003
U0013,5574,AP003
U0013,6455,AP004
U0013,6872,AP005
U0013,7405,AP005
U0013,7868,AP003
U0013,8168,AP000
U0013,8794,AP005
U0013,9456,AP017
U0013,10278,AP001
U0013,10776,AP004
U0013,11005,AP008
U0013,11550,AP006
U0013,12206,AP003
U0013,12949,AP002
U0013,13592,AP018
U0013,14246,AP004
U0013,14507,OFF
U0013,14759,OFF
U0013,14884,AP005
U0013,15240,AP005
U0013,15614,AP000
U0013,16088,AP027
U0013,16896,AP003
U0013,17752,AP004
U0013,17965,AP001
U0013,18122,AP005
U0013,18673,AP003
U0013,18782,AP000
U0013,19109,AP015
U0013,19241,AP003
U0013,19689,AP001
U0013,20571,AP001
U0013,21391,AP003
U0013,22058,AP010
U0013,22412,AP010
U0013,22616,AP001
U0013,23073,AP005
U0013,23641,AP019
U0013,24148,AP000
U0013,24332,AP005
U0013,25024,AP010
U0013,25566,AP004
U0013,26094,AP000
U0013,26793,AP002
U0013,27652,AP001
U0013,28228,AP005
U0013,28637,AP005
U0013,29501,AP002
U0013,29863,AP001
U0013,30349,AP009
U0013,31217,AP001
U0013,31849,AP000
U0013,32068,AP017
U0013,32748,AP005
U0013,32991,AP005
U0013,33852,AP005
U0013,34139,OFF
U0013,34616,AP004
U0013,34910,AP003
U0013,35071,AP005
U0013,35267,AP005
U0013,35740,OFF
U0013,35947,AP004
U0013,36387,AP008
U0013,36541,AP008
U0013,36859,AP003
U0013,37267,AP004
U0013,37955,AP007
U0013,38248,AP000
U0014,139,AP018
U0014,797,AP017
U0014,1271,AP015
U0014,1388,AP020
U0014,1955,AP015
U0014,2539,AP019
U0014,3401,AP020
U0014,3754,AP018
U0014,4294,AP026
U0014,4676,AP018
U0014,5301,AP017
U0014,5905,AP021
U0014,6652,AP020
U0014,6852,AP026
U0014,7698,AP019
U0014,7925,AP021
U0014,8061,AP023
U0014,8844,AP017
U0014,9108,OFF
U0014,9767,AP019
U0014,10004,AP022
U0014,10108,AP013
U0014,10615,AP020
U0014,11506,AP017
U0014,11935,AP024
U0014,12827,AP021
U0014,13171,AP018
U0014,13777,AP021
U0014,14483,AP020
U0014,14681,AP018
U0014,15503,AP023
U0014,15974,AP021
U0014,16715,AP019
U0014,17357,AP019
U0014,18082,AP019
U0014,18892,AP017
U0014,18986,AP021
U0014,19662,AP016
U0014,20463,AP018
U0014,21338,AP017
U0014,22021,AP017
U0014,22653,AP021
U0014,22778,AP019
U0014,23596,AP018
U0014,24301,AP021
U0014,24668,OFF
U0014,25327,AP019
U0014,25566,AP018
U0014,25821,OFF
U0014,26261,AP019
U0014,26498,OFF
U0014,27182,AP020
U0014,27307,AP020
U0014,27413,AP003
U0014,27898,AP019
U0014,28045,AP013
U0014,28742,AP025
U0014,29144,OFF
U0014,29475,AP021
U0014,30322,AP017
U0014,30890,AP021
U0014,31542,AP017
U0014,32055,AP019
U0014,32653,AP014
U0014,32760,AP019
U0014,33143,AP023
U0014,33297,AP016
U0014,33944,AP018
U0014,34623,AP021
U0014,35010,AP019
U0014,35507,AP016
U0014,35893,AP018
U0014,36121,AP018
U0014,36710,AP018
U0014,37063,AP016
U0014,37731,AP017
U0014,38063,AP020
U0014,38244,AP023
U0014,38764,AP019
U0014,39188,OFF
U0015,1772,AP021
U0015,2284,AP017
U0015,3174,AP018
U0015,3400,AP021
U0015,4050,AP021
U0015,4734,AP031
U0015,5586,AP015
U0015,5873,AP017
U0015,6683,AP017
U0015,7301,AP020
U0015,7543,AP021
U0015,7868,AP018
U0015,8575,AP019
U0015,9113,AP018
U0015,9514,AP023
U0015,9668,OFF
U0015,10405,AP020
U0015,10583,AP025
U0015,10892,AP018
U0015,11315,AP016
U0015,12128,AP025
U0015,12988,AP018
U0015,13537,AP020
U0015,14389,AP017
U0015,15216,AP017
U0015,16085,AP021
U0015,16643,AP020
U0015,17353,AP020
U0015,17764,AP020
U0015,18128,AP005
U0015,18780,AP001
U0015,18898,AP011
U0015,19068,AP022
U0015,19270,AP025
U0015,19410,AP007
U0015,20144,AP000
U0015,20493,AP005
U0015,20843,AP000
U0015,21599,AP000
U0015,22031,AP004
U0015,22133,AP011
U0015,22487,AP001
U0015,23146,AP003
U0015,23511,AP004
U0015,24197,AP002
U0015,24685,AP002
U0015,25067,AP002
U0015,25533,AP002
U0015,26127,AP009
U0015,26308,AP010
U0015,26430,AP005
U0015,26944,AP005
U0015,27202,AP002
U0015,27940,AP000
U0015,28460,AP002
U0015,28920,AP000
U0015,29494,AP003
U0015,30062,AP003
U0015,30396,AP004
U0015,31128,AP003
U0015,31672,AP001
U0015,32446,OFF
U0015,32734,AP004
U0015,33350,AP011
U0015,34045,AP005
U0015,34157,AP004
U0015,34522,AP002
U0015,34915,OFF
U0015,35715,AP000
U0015,36094,AP003
U0015,36885,AP001
